studentsStreamId,groupNumber,sessionType,courseName,sessionLength,teacherId,areComputersRequired
Computer Science (2) (year: 3),1,TUTORIAL,Discrete Mathematics,4,194,f
Computer Science (1) (year: 3),2,TUTORIAL,Discrete Mathematics,4,195,f
Computer Science (2) (year: 3),2,TUTORIAL,Discrete Mathematics,4,196,f
Computer Science (1) (year: 3),3,TUTORIAL,Discrete Mathematics,4,197,f
Computer Science (2) (year: 3),3,TUTORIAL,Discrete Mathematics,4,198,f
Computer Science (1) (year: 3),4,TUTORIAL,Discrete Mathematics,4,199,f
Computer Science (2) (year: 3),4,TUTORIAL,Discrete Mathematics,4,200,f
Computer Science (1) (year: 3),,LECTURE,Engineering Mathematics,2,1,f
Computer Science (2) (year: 3),,LECTURE,Engineering Mathematics,2,2,f
Computer Science (1) (year: 3),1,TUTORIAL,Engineering Mathematics,2,3,f
Computer Science (2) (year: 3),1,TUTORIAL,Engineering Mathematics,2,4,f
Computer Science (1) (year: 3),2,TUTORIAL,Engineering Mathematics,2,5,f
Computer Science (2) (year: 3),2,TUTORIAL,Engineering Mathematics,2,6,f
Computer Science (1) (year: 3),3,TUTORIAL,Engineering Mathematics,2,7,f
Computer Science (2) (year: 3),3,TUTORIAL,Engineering Mathematics,2,8,f
Computer Science (1) (year: 3),4,TUTORIAL,Engineering Mathematics,2,9,f
Computer Science (2) (year: 3),4,TUTORIAL,Engineering Mathematics,2,10,f
Mathematics and Informatics (year: 1),,LECTURE,Knot Theory,3,11,f
Mathematics and Informatics (year: 1),1,TUTORIAL,Knot Theory,3,12,t
Mathematics and Informatics (year: 1),2,TUTORIAL,Knot Theory,3,13,t
Mathematics and Informatics (year: 1),3,TUTORIAL,Knot Theory,3,14,t
Mathematics and Informatics (year: 1),4,TUTORIAL,Knot Theory,3,15,t
Mathematics and Informatics (year: 1),,LECTURE,Numerical Analysis,4,16,f
Mathematics and Informatics (year: 1),1,TUTORIAL,Numerical Analysis,4,17,f
Mathematics and Informatics (year: 1),2,TUTORIAL,Numerical Analysis,4,18,f
Mathematics and Informatics (year: 1),3,TUTORIAL,Numerical Analysis,4,19,f
Mathematics and Informatics (year: 1),4,TUTORIAL,Numerical Analysis,4,20,f
Mathematics and Informatics (year: 1),,LECTURE,Mathematical Physics,2,21,f
Mathematics and Informatics (year: 1),1,TUTORIAL,Mathematical Physics,2,22,f
Mathematics and Informatics (year: 1),2,TUTORIAL,Mathematical Physics,2,23,f
Mathematics and Informatics (year: 1),3,TUTORIAL,Mathematical Physics,2,24,f
Mathematics and Informatics (year: 1),4,TUTORIAL,Mathematical Physics,2,25,f
Mathematics and Informatics (year: 1),,LECTURE,Quantum Algebraic Topology,3,26,f
Mathematics and Informatics (year: 1),1,TUTORIAL,Quantum Algebraic Topology,3,27,f
Mathematics and Informatics (year: 1),2,TUTORIAL,Quantum Algebraic Topology,3,28,f
Mathematics and Informatics (year: 1),3,TUTORIAL,Quantum Algebraic Topology,3,29,f
Mathematics and Informatics (year: 1),4,TUTORIAL,Quantum Algebraic Topology,3,30,f
Mathematics and Informatics (year: 1),,LECTURE,Introduction to Programming,4,31,f
Mathematics and Informatics (year: 1),1,TUTORIAL,Introduction to Programming,4,32,f
Mathematics and Informatics (year: 1),2,TUTORIAL,Introduction to Programming,4,33,f
Mathematics and Informatics (year: 1),3,TUTORIAL,Introduction to Programming,4,34,f
Mathematics and Informatics (year: 1),4,TUTORIAL,Introduction to Programming,4,35,f
Software Engineering (year: 4),,LECTURE,Object-oriented programming,2,36,f
Software Engineering (year: 4),1,TUTORIAL,Object-oriented programming,2,37,t
Software Engineering (year: 4),2,TUTORIAL,Object-oriented programming,2,38,t
Software Engineering (year: 4),3,TUTORIAL,Object-oriented programming,2,39,t
Software Engineering (year: 4),4,TUTORIAL,Object-oriented programming,2,40,t
Software Engineering (year: 4),5,TUTORIAL,Object-oriented programming,2,41,t
Software Engineering (year: 4),,LECTURE,Dynamic programming,3,42,f
Software Engineering (year: 4),1,TUTORIAL,Dynamic programming,3,43,f
Software Engineering (year: 4),2,TUTORIAL,Dynamic programming,3,44,f
Software Engineering (year: 4),3,TUTORIAL,Dynamic programming,3,45,f
Software Engineering (year: 4),4,TUTORIAL,Dynamic programming,3,46,f
Software Engineering (year: 4),5,TUTORIAL,Dynamic programming,3,47,f
Software Engineering (year: 4),,LECTURE,Algorithms,4,48,f
Software Engineering (year: 4),1,TUTORIAL,Algorithms,4,49,f
Software Engineering (year: 4),2,TUTORIAL,Algorithms,4,50,f
Software Engineering (year: 4),3,TUTORIAL,Algorithms,4,51,f
Software Engineering (year: 4),4,TUTORIAL,Algorithms,4,52,f
Software Engineering (year: 4),5,TUTORIAL,Algorithms,4,53,f
Software Engineering (year: 4),,LECTURE,Theory of programming languages,2,54,f
Software Engineering (year: 4),1,TUTORIAL,Theory of programming languages,2,55,f
Software Engineering (year: 4),2,TUTORIAL,Theory of programming languages,2,56,f
Software Engineering (year: 4),3,TUTORIAL,Theory of programming languages,2,57,f
Software Engineering (year: 4),4,TUTORIAL,Theory of programming languages,2,58,f
Software Engineering (year: 4),5,TUTORIAL,Theory of programming languages,2,59,f
Software Engineering (year: 4),,LECTURE,Compilers and language theory,3,60,f
Software Engineering (year: 4),1,TUTORIAL,Compilers and language theory,3,61,f
Software Engineering (year: 4),2,TUTORIAL,Compilers and language theory,3,62,f
Software Engineering (year: 4),3,TUTORIAL,Compilers and language theory,3,63,f
Software Engineering (year: 4),4,TUTORIAL,Compilers and language theory,3,64,f
Software Engineering (year: 4),5,TUTORIAL,Compilers and language theory,3,65,f
Computer Science (1) (year: 1),,LECTURE,Introduction to Programming in Java,4,66,f
Computer Science (2) (year: 1),,LECTURE,Introduction to Programming in Java,4,67,f
Computer Science (1) (year: 1),1,TUTORIAL,Introduction to Programming in Java,4,68,t
Computer Science (2) (year: 1),1,TUTORIAL,Introduction to Programming in Java,4,69,t
Computer Science (1) (year: 1),2,TUTORIAL,Introduction to Programming in Java,4,70,t
Computer Science (2) (year: 1),2,TUTORIAL,Introduction to Programming in Java,4,71,t
Computer Science (1) (year: 1),3,TUTORIAL,Introduction to Programming in Java,4,72,t
Computer Science (2) (year: 1),3,TUTORIAL,Introduction to Programming in Java,4,73,t
Computer Science (1) (year: 1),4,TUTORIAL,Introduction to Programming in Java,4,74,t
Computer Science (2) (year: 1),4,TUTORIAL,Introduction to Programming in Java,4,75,t
Computer Science (1) (year: 1),,LECTURE,WEB programming,2,76,f
Computer Science (2) (year: 1),,LECTURE,WEB programming,2,77,f
Computer Science (1) (year: 1),1,TUTORIAL,WEB programming,2,78,f
Computer Science (2) (year: 1),1,TUTORIAL,WEB programming,2,79,f
Computer Science (1) (year: 1),2,TUTORIAL,WEB programming,2,80,f
Computer Science (2) (year: 1),2,TUTORIAL,WEB programming,2,81,f
Computer Science (1) (year: 1),3,TUTORIAL,WEB programming,2,82,f
Computer Science (2) (year: 1),3,TUTORIAL,WEB programming,2,83,f
Computer Science (1) (year: 1),4,TUTORIAL,WEB programming,2,84,f
Computer Science (2) (year: 1),4,TUTORIAL,WEB programming,2,85,f
Computer Science (1) (year: 1),,LECTURE,Software project management,3,86,f
Computer Science (2) (year: 1),,LECTURE,Software project management,3,87,f
Computer Science (1) (year: 1),1,TUTORIAL,Software project management,3,88,f
Computer Science (2) (year: 1),1,TUTORIAL,Software project management,3,89,f
Computer Science (1) (year: 1),2,TUTORIAL,Software project management,3,90,f
Computer Science (2) (year: 1),2,TUTORIAL,Software project management,3,91,f
Computer Science (1) (year: 1),3,TUTORIAL,Software project management,3,92,f
Computer Science (2) (year: 1),3,TUTORIAL,Software project management,3,93,f
Computer Science (1) (year: 1),4,TUTORIAL,Software project management,3,94,f
Computer Science (2) (year: 1),4,TUTORIAL,Software project management,3,95,f
Computer Science (1) (year: 1),,LECTURE,Databases,4,96,f
Computer Science (2) (year: 1),,LECTURE,Databases,4,97,f
Computer Science (1) (year: 1),1,TUTORIAL,Databases,4,98,f
Computer Science (2) (year: 1),1,TUTORIAL,Databases,4,99,f
Computer Science (1) (year: 1),2,TUTORIAL,Databases,4,100,f
Computer Science (2) (year: 1),2,TUTORIAL,Databases,4,101,f
Computer Science (1) (year: 1),3,TUTORIAL,Databases,4,102,f
Computer Science (2) (year: 1),3,TUTORIAL,Databases,4,103,f
Computer Science (1) (year: 1),4,TUTORIAL,Databases,4,104,f
Computer Science (2) (year: 1),4,TUTORIAL,Databases,4,105,f
Computer Science (1) (year: 1),,LECTURE,Modelling,2,106,f
Computer Science (2) (year: 1),,LECTURE,Modelling,2,107,f
Computer Science (1) (year: 1),1,TUTORIAL,Modelling,2,108,f
Computer Science (2) (year: 1),1,TUTORIAL,Modelling,2,109,f
Computer Science (1) (year: 1),2,TUTORIAL,Modelling,2,110,f
Computer Science (2) (year: 1),2,TUTORIAL,Modelling,2,111,f
Computer Science (1) (year: 1),3,TUTORIAL,Modelling,2,112,f
Computer Science (2) (year: 1),3,TUTORIAL,Modelling,2,113,f
Computer Science (1) (year: 1),4,TUTORIAL,Modelling,2,114,f
Computer Science (2) (year: 1),4,TUTORIAL,Modelling,2,115,f
Statistics (year: 2),,LECTURE,User interfaces,3,116,f
Statistics (year: 2),1,TUTORIAL,User interfaces,3,117,t
Statistics (year: 2),,LECTURE,Software testing,4,118,f
Statistics (year: 2),1,TUTORIAL,Software testing,4,119,f
Statistics (year: 2),,LECTURE,Software quality assurance test,2,120,f
Statistics (year: 2),1,TUTORIAL,Software quality assurance test,2,121,f
Statistics (year: 2),,LECTURE,Service Oriented Architecture,3,122,f
Statistics (year: 2),1,TUTORIAL,Service Oriented Architecture,3,123,f
Statistics (year: 2),,LECTURE,Computer Graphics Programming,4,124,f
Statistics (year: 2),1,TUTORIAL,Computer Graphics Programming,4,125,f
Software Engineering (year: 2),,LECTURE,Information theory,2,126,f
Software Engineering (year: 2),1,TUTORIAL,Information theory,2,127,t
Software Engineering (year: 2),2,TUTORIAL,Information theory,2,128,t
Software Engineering (year: 2),3,TUTORIAL,Information theory,2,129,t
Software Engineering (year: 2),4,TUTORIAL,Information theory,2,130,t
Software Engineering (year: 2),5,TUTORIAL,Information theory,2,131,t
Software Engineering (year: 2),6,TUTORIAL,Information theory,2,132,t
Software Engineering (year: 2),,LECTURE,Data compression,3,133,f
Software Engineering (year: 2),1,TUTORIAL,Data compression,3,134,f
Software Engineering (year: 2),2,TUTORIAL,Data compression,3,135,f
Software Engineering (year: 2),3,TUTORIAL,Data compression,3,136,f
Software Engineering (year: 2),4,TUTORIAL,Data compression,3,137,f
Software Engineering (year: 2),5,TUTORIAL,Data compression,3,138,f
Software Engineering (year: 2),6,TUTORIAL,Data compression,3,139,f
Software Engineering (year: 2),,LECTURE,Data structures,4,140,f
Software Engineering (year: 2),1,TUTORIAL,Data structures,4,141,f
Software Engineering (year: 2),2,TUTORIAL,Data structures,4,142,f
Software Engineering (year: 2),3,TUTORIAL,Data structures,4,143,f
Software Engineering (year: 2),4,TUTORIAL,Data structures,4,144,f
Software Engineering (year: 2),5,TUTORIAL,Data structures,4,145,f
Software Engineering (year: 2),6,TUTORIAL,Data structures,4,146,f
Software Engineering (year: 2),,LECTURE,Information security,2,147,f
Software Engineering (year: 2),1,TUTORIAL,Information security,2,148,f
Software Engineering (year: 2),2,TUTORIAL,Information security,2,149,f
Software Engineering (year: 2),3,TUTORIAL,Information security,2,150,f
Software Engineering (year: 2),4,TUTORIAL,Information security,2,151,f
Software Engineering (year: 2),5,TUTORIAL,Information security,2,152,f
Software Engineering (year: 2),6,TUTORIAL,Information security,2,153,f
Software Engineering (year: 2),,LECTURE,Cryptography,3,154,f
Software Engineering (year: 2),1,TUTORIAL,Cryptography,3,155,f
Software Engineering (year: 2),2,TUTORIAL,Cryptography,3,156,f
Software Engineering (year: 2),3,TUTORIAL,Cryptography,3,157,f
Software Engineering (year: 2),4,TUTORIAL,Cryptography,3,158,f
Software Engineering (year: 2),5,TUTORIAL,Cryptography,3,159,f
Software Engineering (year: 2),6,TUTORIAL,Cryptography,3,160,f
Statistics (year: 4),,LECTURE,Information Management,4,161,f
Statistics (year: 4),1,TUTORIAL,Information Management,4,162,t
Statistics (year: 4),,LECTURE,Networking,2,163,f
Statistics (year: 4),1,TUTORIAL,Networking,2,164,f
Statistics (year: 4),,LECTURE,Wireless systems,3,165,f
Statistics (year: 4),1,TUTORIAL,Wireless systems,3,166,f
Statistics (year: 4),,LECTURE,Client/Server and other types of communication,4,167,f
Statistics (year: 4),1,TUTORIAL,Client/Server and other types of communication,4,168,f
Statistics (year: 4),,LECTURE,Server administration,2,169,f
Statistics (year: 4),1,TUTORIAL,Server administration,2,170,f
Mathematics and Informatics (year: 3),,LECTURE,Data Management,3,171,f
Mathematics and Informatics (year: 3),1,TUTORIAL,Data Management,3,172,t
Mathematics and Informatics (year: 3),2,TUTORIAL,Data Management,3,173,t
Mathematics and Informatics (year: 3),3,TUTORIAL,Data Management,3,174,t
Mathematics and Informatics (year: 3),4,TUTORIAL,Data Management,3,175,t
Mathematics and Informatics (year: 3),,LECTURE,Operating Systems,4,176,f
Mathematics and Informatics (year: 3),1,TUTORIAL,Operating Systems,4,177,f
Mathematics and Informatics (year: 3),2,TUTORIAL,Operating Systems,4,178,f
Mathematics and Informatics (year: 3),3,TUTORIAL,Operating Systems,4,179,f
Mathematics and Informatics (year: 3),4,TUTORIAL,Operating Systems,4,180,f
Mathematics and Informatics (year: 3),,LECTURE,Artificial intelligence,2,181,f
Mathematics and Informatics (year: 3),1,TUTORIAL,Artificial intelligence,2,182,f
Mathematics and Informatics (year: 3),2,TUTORIAL,Artificial intelligence,2,183,f
Mathematics and Informatics (year: 3),3,TUTORIAL,Artificial intelligence,2,184,f
Mathematics and Informatics (year: 3),4,TUTORIAL,Artificial intelligence,2,185,f
Mathematics and Informatics (year: 3),,LECTURE,Natural Language Processing,3,186,f
Mathematics and Informatics (year: 3),1,TUTORIAL,Natural Language Processing,3,187,f
Mathematics and Informatics (year: 3),2,TUTORIAL,Natural Language Processing,3,188,f
Mathematics and Informatics (year: 3),3,TUTORIAL,Natural Language Processing,3,189,f
Mathematics and Informatics (year: 3),4,TUTORIAL,Natural Language Processing,3,190,f
Mathematics and Informatics (year: 3),,LECTURE,Machine learning,4,191,f
Mathematics and Informatics (year: 3),1,TUTORIAL,Machine learning,4,192,f
Mathematics and Informatics (year: 3),2,TUTORIAL,Machine learning,4,193,f
Mathematics and Informatics (year: 3),3,TUTORIAL,Machine learning,4,194,f
Mathematics and Informatics (year: 3),4,TUTORIAL,Machine learning,4,195,f
Information Systems (year: 4),,LECTURE,Introduction to algorithms,2,196,f
Information Systems (year: 4),1,TUTORIAL,Introduction to algorithms,2,197,t
Information Systems (year: 4),2,TUTORIAL,Introduction to algorithms,2,198,t
Information Systems (year: 4),3,TUTORIAL,Introduction to algorithms,2,199,t
Information Systems (year: 4),,LECTURE,Numerical Algorithms,3,200,f
Information Systems (year: 4),1,TUTORIAL,Numerical Algorithms,3,1,f
Information Systems (year: 4),2,TUTORIAL,Numerical Algorithms,3,2,f
Information Systems (year: 4),3,TUTORIAL,Numerical Algorithms,3,3,f
Information Systems (year: 4),,LECTURE,Number Theory,4,4,f
Information Systems (year: 4),1,TUTORIAL,Number Theory,4,5,f
Information Systems (year: 4),2,TUTORIAL,Number Theory,4,6,f
Information Systems (year: 4),3,TUTORIAL,Number Theory,4,7,f
Information Systems (year: 4),,LECTURE,Introductory Discrete Mathematics for Computer Science,2,8,f
Information Systems (year: 4),1,TUTORIAL,Introductory Discrete Mathematics for Computer Science,2,9,f
Information Systems (year: 4),2,TUTORIAL,Introductory Discrete Mathematics for Computer Science,2,10,f
Information Systems (year: 4),3,TUTORIAL,Introductory Discrete Mathematics for Computer Science,2,11,f
Information Systems (year: 4),,LECTURE,Computer Engineering,3,12,f
Information Systems (year: 4),1,TUTORIAL,Computer Engineering,3,13,f
Information Systems (year: 4),2,TUTORIAL,Computer Engineering,3,14,f
Information Systems (year: 4),3,TUTORIAL,Computer Engineering,3,15,f
Information Systems (year: 2),,LECTURE,Computer architecture,4,16,f
Information Systems (year: 2),1,TUTORIAL,Computer architecture,4,17,t
Information Systems (year: 2),2,TUTORIAL,Computer architecture,4,18,t
Information Systems (year: 2),3,TUTORIAL,Computer architecture,4,19,t
Information Systems (year: 2),4,TUTORIAL,Computer architecture,4,20,t
Information Systems (year: 2),,LECTURE,Introduction to Computer Architecture,2,21,f
Information Systems (year: 2),1,TUTORIAL,Introduction to Computer Architecture,2,22,f
Information Systems (year: 2),2,TUTORIAL,Introduction to Computer Architecture,2,23,f
Information Systems (year: 2),3,TUTORIAL,Introduction to Computer Architecture,2,24,f
Information Systems (year: 2),4,TUTORIAL,Introduction to Computer Architecture,2,25,f
Information Systems (year: 2),,LECTURE,Service Oriented Architecture,3,26,f
Information Systems (year: 2),1,TUTORIAL,Service Oriented Architecture,3,27,f
Information Systems (year: 2),2,TUTORIAL,Service Oriented Architecture,3,28,f
Information Systems (year: 2),3,TUTORIAL,Service Oriented Architecture,3,29,f
Information Systems (year: 2),4,TUTORIAL,Service Oriented Architecture,3,30,f
Information Systems (year: 2),,LECTURE,Electronic Design,4,31,f
Information Systems (year: 2),1,TUTORIAL,Electronic Design,4,32,f
Information Systems (year: 2),2,TUTORIAL,Electronic Design,4,33,f
Information Systems (year: 2),3,TUTORIAL,Electronic Design,4,34,f
Information Systems (year: 2),4,TUTORIAL,Electronic Design,4,35,f
Information Systems (year: 2),,LECTURE,Logic Design,2,36,f
Information Systems (year: 2),1,TUTORIAL,Logic Design,2,37,f
Information Systems (year: 2),2,TUTORIAL,Logic Design,2,38,f
Information Systems (year: 2),3,TUTORIAL,Logic Design,2,39,f
Information Systems (year: 2),4,TUTORIAL,Logic Design,2,40,f
Mathematics (year: 3),,LECTURE,Processor Architecture,3,41,f
Mathematics (year: 3),1,TUTORIAL,Processor Architecture,3,42,t
Mathematics (year: 3),,LECTURE,Data Logic,4,43,f
Mathematics (year: 3),1,TUTORIAL,Data Logic,4,44,f
Mathematics (year: 3),,LECTURE,Computer Logic,2,45,f
Mathematics (year: 3),1,TUTORIAL,Computer Logic,2,46,f
Mathematics (year: 3),,LECTURE,Statistics,3,47,f
Mathematics (year: 3),1,TUTORIAL,Statistics,3,48,f
Mathematics (year: 3),,LECTURE,Graph theory,4,49,f
Mathematics (year: 3),1,TUTORIAL,Graph theory,4,50,f
Informatics (year: 3),,LECTURE,Automata theory,2,51,f
Informatics (year: 3),1,TUTORIAL,Automata theory,2,52,t
Informatics (year: 3),2,TUTORIAL,Automata theory,2,53,t
Informatics (year: 3),3,TUTORIAL,Automata theory,2,54,t
Informatics (year: 3),,LECTURE,Complexity theory,3,55,f
Informatics (year: 3),1,TUTORIAL,Complexity theory,3,56,f
Informatics (year: 3),2,TUTORIAL,Complexity theory,3,57,f
Informatics (year: 3),3,TUTORIAL,Complexity theory,3,58,f
Informatics (year: 3),,LECTURE,Multimedia,4,59,f
Informatics (year: 3),1,TUTORIAL,Multimedia,4,60,f
Informatics (year: 3),2,TUTORIAL,Multimedia,4,61,f
Informatics (year: 3),3,TUTORIAL,Multimedia,4,62,f
Informatics (year: 3),,LECTURE,Graphic design with computers,2,63,f
Informatics (year: 3),1,TUTORIAL,Graphic design with computers,2,64,f
Informatics (year: 3),2,TUTORIAL,Graphic design with computers,2,65,f
Informatics (year: 3),3,TUTORIAL,Graphic design with computers,2,66,f
Informatics (year: 3),,LECTURE,Computer-aided Geometric Design,3,67,f
Informatics (year: 3),1,TUTORIAL,Computer-aided Geometric Design,3,68,f
Informatics (year: 3),2,TUTORIAL,Computer-aided Geometric Design,3,69,f
Informatics (year: 3),3,TUTORIAL,Computer-aided Geometric Design,3,70,f
Applied Mathematics (year: 2),,LECTURE,Scientific computing,4,71,f
Applied Mathematics (year: 2),1,TUTORIAL,Scientific computing,4,72,t
Applied Mathematics (year: 2),2,TUTORIAL,Scientific computing,4,73,t
Applied Mathematics (year: 2),,LECTURE,Bioinformatics,2,74,f
Applied Mathematics (year: 2),1,TUTORIAL,Bioinformatics,2,75,f
Applied Mathematics (year: 2),2,TUTORIAL,Bioinformatics,2,76,f
Applied Mathematics (year: 2),,LECTURE,Geoinformatics,3,77,f
Applied Mathematics (year: 2),1,TUTORIAL,Geoinformatics,3,78,f
Applied Mathematics (year: 2),2,TUTORIAL,Geoinformatics,3,79,f
Applied Mathematics (year: 2),,LECTURE,Web Services,4,80,f
Applied Mathematics (year: 2),1,TUTORIAL,Web Services,4,81,f
Applied Mathematics (year: 2),2,TUTORIAL,Web Services,4,82,f
Applied Mathematics (year: 2),,LECTURE,Web design,2,83,f
Applied Mathematics (year: 2),1,TUTORIAL,Web design,2,84,f
Applied Mathematics (year: 2),2,TUTORIAL,Web design,2,85,f
Applied Mathematics (year: 4),,LECTURE,Web Applets,3,86,f
Applied Mathematics (year: 4),1,TUTORIAL,Web Applets,3,87,t
Applied Mathematics (year: 4),2,TUTORIAL,Web Applets,3,88,t
Applied Mathematics (year: 4),,LECTURE,Design Physics,4,89,f
Applied Mathematics (year: 4),1,TUTORIAL,Design Physics,4,90,f
Applied Mathematics (year: 4),2,TUTORIAL,Design Physics,4,91,f
Applied Mathematics (year: 4),,LECTURE,Business process management,2,92,f
Applied Mathematics (year: 4),1,TUTORIAL,Business process management,2,93,f
Applied Mathematics (year: 4),2,TUTORIAL,Business process management,2,94,f
Applied Mathematics (year: 4),,LECTURE,Computational geometry,3,95,f
Applied Mathematics (year: 4),1,TUTORIAL,Computational geometry,3,96,f
Applied Mathematics (year: 4),2,TUTORIAL,Computational geometry,3,97,f
Applied Mathematics (year: 4),,LECTURE,Computational linguistics,4,98,f
Applied Mathematics (year: 4),1,TUTORIAL,Computational linguistics,4,99,f
Applied Mathematics (year: 4),2,TUTORIAL,Computational linguistics,4,100,f
Computer Science (1) (year: 4),,LECTURE,Digital Libraries,2,101,f
Computer Science (2) (year: 4),,LECTURE,Digital Libraries,2,102,f
Computer Science (1) (year: 4),1,TUTORIAL,Digital Libraries,2,103,t
Computer Science (2) (year: 4),1,TUTORIAL,Digital Libraries,2,104,t
Computer Science (1) (year: 4),2,TUTORIAL,Digital Libraries,2,105,t
Computer Science (2) (year: 4),2,TUTORIAL,Digital Libraries,2,106,t
Computer Science (1) (year: 4),3,TUTORIAL,Digital Libraries,2,107,t
Computer Science (2) (year: 4),3,TUTORIAL,Digital Libraries,2,108,t
Computer Science (1) (year: 4),4,TUTORIAL,Digital Libraries,2,109,t
Computer Science (2) (year: 4),4,TUTORIAL,Digital Libraries,2,110,t
Computer Science (1) (year: 4),,LECTURE,Nonkilling Technology,3,111,f
Computer Science (2) (year: 4),,LECTURE,Nonkilling Technology,3,112,f
Computer Science (1) (year: 4),1,TUTORIAL,Nonkilling Technology,3,113,f
Computer Science (2) (year: 4),1,TUTORIAL,Nonkilling Technology,3,114,f
Computer Science (1) (year: 4),2,TUTORIAL,Nonkilling Technology,3,115,f
Computer Science (2) (year: 4),2,TUTORIAL,Nonkilling Technology,3,116,f
Computer Science (1) (year: 4),3,TUTORIAL,Nonkilling Technology,3,117,f
Computer Science (2) (year: 4),3,TUTORIAL,Nonkilling Technology,3,118,f
Computer Science (1) (year: 4),4,TUTORIAL,Nonkilling Technology,3,119,f
Computer Science (2) (year: 4),4,TUTORIAL,Nonkilling Technology,3,120,f
Computer Science (1) (year: 4),,LECTURE,Quantum computing,4,121,f
Computer Science (2) (year: 4),,LECTURE,Quantum computing,4,122,f
Computer Science (1) (year: 4),1,TUTORIAL,Quantum computing,4,123,f
Computer Science (2) (year: 4),1,TUTORIAL,Quantum computing,4,124,f
Computer Science (1) (year: 4),2,TUTORIAL,Quantum computing,4,125,f
Computer Science (2) (year: 4),2,TUTORIAL,Quantum computing,4,126,f
Computer Science (1) (year: 4),3,TUTORIAL,Quantum computing,4,127,f
Computer Science (2) (year: 4),3,TUTORIAL,Quantum computing,4,128,f
Computer Science (1) (year: 4),4,TUTORIAL,Quantum computing,4,129,f
Computer Science (2) (year: 4),4,TUTORIAL,Quantum computing,4,130,f
Computer Science (1) (year: 4),,LECTURE,Software freedom,2,131,f
Computer Science (2) (year: 4),,LECTURE,Software freedom,2,132,f
Computer Science (1) (year: 4),1,TUTORIAL,Software freedom,2,133,f
Computer Science (2) (year: 4),1,TUTORIAL,Software freedom,2,134,f
Computer Science (1) (year: 4),2,TUTORIAL,Software freedom,2,135,f
Computer Science (2) (year: 4),2,TUTORIAL,Software freedom,2,136,f
Computer Science (1) (year: 4),3,TUTORIAL,Software freedom,2,137,f
Computer Science (2) (year: 4),3,TUTORIAL,Software freedom,2,138,f
Computer Science (1) (year: 4),4,TUTORIAL,Software freedom,2,139,f
Computer Science (2) (year: 4),4,TUTORIAL,Software freedom,2,140,f
Computer Science (1) (year: 4),,LECTURE,Device Utilization,3,141,f
Computer Science (2) (year: 4),,LECTURE,Device Utilization,3,142,f
Computer Science (1) (year: 4),1,TUTORIAL,Device Utilization,3,143,f
Computer Science (2) (year: 4),1,TUTORIAL,Device Utilization,3,144,f
Computer Science (1) (year: 4),2,TUTORIAL,Device Utilization,3,145,f
Computer Science (2) (year: 4),2,TUTORIAL,Device Utilization,3,146,f
Computer Science (1) (year: 4),3,TUTORIAL,Device Utilization,3,147,f
Computer Science (2) (year: 4),3,TUTORIAL,Device Utilization,3,148,f
Computer Science (1) (year: 4),4,TUTORIAL,Device Utilization,3,149,f
Computer Science (2) (year: 4),4,TUTORIAL,Device Utilization,3,150,f
Mathematics (year: 1),,LECTURE,Parallel computing,4,151,f
Mathematics (year: 1),1,TUTORIAL,Parallel computing,4,152,t
Mathematics (year: 1),,LECTURE,Concurrency and real-time programming,2,153,f
Mathematics (year: 1),1,TUTORIAL,Concurrency and real-time programming,2,154,f
Mathematics (year: 1),,LECTURE,Algebra,3,155,f
Mathematics (year: 1),1,TUTORIAL,Algebra,3,156,f
Mathematics (year: 1),,LECTURE,Fundamental Mathematics,4,157,f
Mathematics (year: 1),1,TUTORIAL,Fundamental Mathematics,4,158,f
Mathematics (year: 1),,LECTURE,Analysis,2,159,f
Mathematics (year: 1),1,TUTORIAL,Analysis,2,160,f
